id	item_group_id	title	c:title_NO:string	c:sku:string	brand	color	c:retail_price_NOK:integer	c:discount_retail_price_NOK:integer	description	c:description_NO:string	size	gender	c:season_tag:string	gtin	c:stock_level:integer	image_link	additional_image_link	material	washing	madein	product_type	hs_code
12939	2488	VMNAJA LANG SKJORTE - BEIGE	VMNAJA LANG SKJORTE - BEIGE	VEROMO-102487-TAN_14	Vero Moda	Beige	34995	34995	"Lang skjorte.
- Knappelukking foran.
- Mansjetter med knapper.
- Lengre på baksiden.
- Laget av økologisk bomull.
- Oversized passform.
- Lengde foran: 76 cm i str. S.
- Modellen er 175 cm høy og bruker str. S.

Lang skjorte med knappelukking foran og mansjetter med knapper. Skjorten er lengre på baksiden, noe som skaper en kul, oversized look. Style denne kule skjorten med et par fine jeans og noen flotte, høyhælte boots for en moteriktig og nydelig hverdagslook.

LAGET AV ØKOLOGISK BOMULL
Dette produktet er laget av økologisk bomull. Økologisk bomull dyrkes uten bruk av skadelige kjemikalier. Økologisk bomullsdyrking er med å beskytte naturressurser og bønder.

100% Organisk bomull
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10251953
"	"Lang skjorte.
- Knappelukking foran.
- Mansjetter med knapper.
- Lengre på baksiden.
- Laget av økologisk bomull.
- Oversized passform.
- Lengde foran: 76 cm i str. S.
- Modellen er 175 cm høy og bruker str. S.

Lang skjorte med knappelukking foran og mansjetter med knapper. Skjorten er lengre på baksiden, noe som skaper en kul, oversized look. Style denne kule skjorten med et par fine jeans og noen flotte, høyhælte boots for en moteriktig og nydelig hverdagslook.

LAGET AV ØKOLOGISK BOMULL
Dette produktet er laget av økologisk bomull. Økologisk bomull dyrkes uten bruk av skadelige kjemikalier. Økologisk bomullsdyrking er med å beskytte naturressurser og bønder.

100% Organisk bomull
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10251953
"	M			5715101552185	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12940	2488	VMNAJA LANG SKJORTE - BEIGE	VMNAJA LANG SKJORTE - BEIGE	VEROMO-102487-TAN_14	Vero Moda	Beige	34995	34995	"Lang skjorte.
- Knappelukking foran.
- Mansjetter med knapper.
- Lengre på baksiden.
- Laget av økologisk bomull.
- Oversized passform.
- Lengde foran: 76 cm i str. S.
- Modellen er 175 cm høy og bruker str. S.

Lang skjorte med knappelukking foran og mansjetter med knapper. Skjorten er lengre på baksiden, noe som skaper en kul, oversized look. Style denne kule skjorten med et par fine jeans og noen flotte, høyhælte boots for en moteriktig og nydelig hverdagslook.

LAGET AV ØKOLOGISK BOMULL
Dette produktet er laget av økologisk bomull. Økologisk bomull dyrkes uten bruk av skadelige kjemikalier. Økologisk bomullsdyrking er med å beskytte naturressurser og bønder.

100% Organisk bomull
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10251953
"	"Lang skjorte.
- Knappelukking foran.
- Mansjetter med knapper.
- Lengre på baksiden.
- Laget av økologisk bomull.
- Oversized passform.
- Lengde foran: 76 cm i str. S.
- Modellen er 175 cm høy og bruker str. S.

Lang skjorte med knappelukking foran og mansjetter med knapper. Skjorten er lengre på baksiden, noe som skaper en kul, oversized look. Style denne kule skjorten med et par fine jeans og noen flotte, høyhælte boots for en moteriktig og nydelig hverdagslook.

LAGET AV ØKOLOGISK BOMULL
Dette produktet er laget av økologisk bomull. Økologisk bomull dyrkes uten bruk av skadelige kjemikalier. Økologisk bomullsdyrking er med å beskytte naturressurser og bønder.

100% Organisk bomull
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10251953
"	L			5715107169608	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12941	2488	VMNAJA LANG SKJORTE - BEIGE	VMNAJA LANG SKJORTE - BEIGE	VEROMO-102487-TAN_14	Vero Moda	Beige	34995	34995	"Lang skjorte.
- Knappelukking foran.
- Mansjetter med knapper.
- Lengre på baksiden.
- Laget av økologisk bomull.
- Oversized passform.
- Lengde foran: 76 cm i str. S.
- Modellen er 175 cm høy og bruker str. S.

Lang skjorte med knappelukking foran og mansjetter med knapper. Skjorten er lengre på baksiden, noe som skaper en kul, oversized look. Style denne kule skjorten med et par fine jeans og noen flotte, høyhælte boots for en moteriktig og nydelig hverdagslook.

LAGET AV ØKOLOGISK BOMULL
Dette produktet er laget av økologisk bomull. Økologisk bomull dyrkes uten bruk av skadelige kjemikalier. Økologisk bomullsdyrking er med å beskytte naturressurser og bønder.

100% Organisk bomull
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10251953
"	"Lang skjorte.
- Knappelukking foran.
- Mansjetter med knapper.
- Lengre på baksiden.
- Laget av økologisk bomull.
- Oversized passform.
- Lengde foran: 76 cm i str. S.
- Modellen er 175 cm høy og bruker str. S.

Lang skjorte med knappelukking foran og mansjetter med knapper. Skjorten er lengre på baksiden, noe som skaper en kul, oversized look. Style denne kule skjorten med et par fine jeans og noen flotte, høyhælte boots for en moteriktig og nydelig hverdagslook.

LAGET AV ØKOLOGISK BOMULL
Dette produktet er laget av økologisk bomull. Økologisk bomull dyrkes uten bruk av skadelige kjemikalier. Økologisk bomullsdyrking er med å beskytte naturressurser og bønder.

100% Organisk bomull
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10251953
"	XL			5715107169820	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12860	2474	VMAVA T-SKJORTE - LILLA	VMAVA T-SKJORTE - LILLA	VEROMO-102473-HYACINTH_14	Vero Moda	Lilla	14995	14995	"Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724
"	"Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724
"	M			5715102685929	4	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12833	2470	VMVINCE SHACKET - SILVER MINK	VMVINCE SHACKET - SILVER MINK	VEROMO-102469-SILVER-MINK_14	Vero Moda	Beige	13500	13500	"Jakke med knappelukking fra Vero Moda- Normal passform
- Mykt stoff med innvendig fôr
- Omslagsbelte i midjen
- Brystlommer
- Lengde: 80 cm i str. S.

50% resikulert polyester, 50% polyester Lining: 100% resikulert polyester
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10252770
"	"Jakke med knappelukking fra Vero Moda- Normal passform
- Mykt stoff med innvendig fôr
- Omslagsbelte i midjen
- Brystlommer
- Lengde: 80 cm i str. S.

50% resikulert polyester, 50% polyester Lining: 100% resikulert polyester
Maskinvask, halv sist, kort sentrifuge 30 ° C
Må ikke blåse
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 ° C
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10252770
"	L			5715111607356	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12803	2464	VMVILMA PYSJAMAS SETT - BLACK	VMVILMA PYSJAMAS SETT - BLACK	VEROMO-102463-BLACK_14	Vero Moda	Svart	34995	34995	"Pysjamas til dame
- topp med blonder og spagettistropper- short- fra Vero Moda
Navn: vmVilmaStylenummer: 10257423
Inneholder:  95% viskose, 5% elastane"	"Pysjamas til dame
- topp med blonder og spagettistropper- short- fra Vero Moda
Navn: vmVilmaStylenummer: 10257423
Inneholder:  95% viskose, 5% elastane"	S			5715113446335	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12804	2464	VMVILMA PYSJAMAS SETT - BLACK	VMVILMA PYSJAMAS SETT - BLACK	VEROMO-102463-BLACK_14	Vero Moda	Svart	34995	34995	"Pysjamas til dame
- topp med blonder og spagettistropper- short- fra Vero Moda
Navn: vmVilmaStylenummer: 10257423
Inneholder:  95% viskose, 5% elastane"	"Pysjamas til dame
- topp med blonder og spagettistropper- short- fra Vero Moda
Navn: vmVilmaStylenummer: 10257423
Inneholder:  95% viskose, 5% elastane"	M			5715111257193	4	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12762	2459	VMSIE TOPP - PASTEL LAVENDER	VMSIE TOPP - PASTEL LAVENDER	VEROMO-102458-PASTEL-LAVENDER_14	Vero Moda	Fiolett	27995	27995	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	XS			5715211990686	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12763	2459	VMSIE TOPP - PASTEL LAVENDER	VMSIE TOPP - PASTEL LAVENDER	VEROMO-102458-PASTEL-LAVENDER_14	Vero Moda	Fiolett	27995	27995	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	S			5715211990693	3	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12764	2459	VMSIE TOPP - PASTEL LAVENDER	VMSIE TOPP - PASTEL LAVENDER	VEROMO-102458-PASTEL-LAVENDER_14	Vero Moda	Fiolett	27995	27995	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	M			5715211990709	3	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12765	2459	VMSIE TOPP - PASTEL LAVENDER	VMSIE TOPP - PASTEL LAVENDER	VEROMO-102458-PASTEL-LAVENDER_14	Vero Moda	Fiolett	27995	27995	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	L			5715211990716	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12757	2458	VMSIE TOPP - CASHMERE BLUE	VMSIE TOPP - CASHMERE BLUE	VEROMO-102457-CASHMERE-BLUE_14	Vero Moda	Blå	27995	27995	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	XS			5715211990648	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png						
12758	2458	VMSIE TOPP - CASHMERE BLUE	VMSIE TOPP - CASHMERE BLUE	VEROMO-102457-CASHMERE-BLUE_14	Vero Moda	Blå	27995	27995	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	S			5715211990655	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png						
12760	2458	VMSIE TOPP - CASHMERE BLUE	VMSIE TOPP - CASHMERE BLUE	VEROMO-102457-CASHMERE-BLUE_14	Vero Moda	Blå	27995	27995	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	" 

Strukturert topp 
- Ettersittende passform 
- Mykt stretch-stoff 
- Voluminøse ermer
- Lengde: 58 cm i str. S. 

Strukturert topp med volumermet laget i et mykt og stretchy materiale. Style toppen med et par jeans med vide ben for en fin, feminin silhuett.

97% Polyester, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10238484

"	L			5715211990679	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png						
12712	2451	VMDOFFY STRIKKET GENSER - LILLA	VMDOFFY STRIKKET GENSER - LILLA	VEROMO-102450-HYACINTH_14	Vero Moda	Lilla	24995	24995	"Strikket genser 
- Ribb ved falde og ermelinninger.
- Loose fit
- Lengde: 60 cm i str. S- Fra Vero Moda

94% Polyester, 3% Nylon, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved høy temp. Høyeste temp. 200 °C
Må ikke renses på renseri
Legges flatt til tørk
Artikkelnummer: 10201022
"	"Strikket genser 
- Ribb ved falde og ermelinninger.
- Loose fit
- Lengde: 60 cm i str. S- Fra Vero Moda

94% Polyester, 3% Nylon, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved høy temp. Høyeste temp. 200 °C
Må ikke renses på renseri
Legges flatt til tørk
Artikkelnummer: 10201022
"	XS			5715104170041	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12716	2451	VMDOFFY STRIKKET GENSER - LILLA	VMDOFFY STRIKKET GENSER - LILLA	VEROMO-102450-HYACINTH_14	Vero Moda	Lilla	24995	24995	"Strikket genser 
- Ribb ved falde og ermelinninger.
- Loose fit
- Lengde: 60 cm i str. S- Fra Vero Moda

94% Polyester, 3% Nylon, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved høy temp. Høyeste temp. 200 °C
Må ikke renses på renseri
Legges flatt til tørk
Artikkelnummer: 10201022
"	"Strikket genser 
- Ribb ved falde og ermelinninger.
- Loose fit
- Lengde: 60 cm i str. S- Fra Vero Moda

94% Polyester, 3% Nylon, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved høy temp. Høyeste temp. 200 °C
Må ikke renses på renseri
Legges flatt til tørk
Artikkelnummer: 10201022
"	XL			5715104170089	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12684	2444	VMNATALIE COLLEGEGENSER - BRUSH	VMNATALIE COLLEGEGENSER - BRUSH	VEROMO-102443-BRUSH_14	Vero Moda	Hvit	29995	29995	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	M			5715111250514	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12685	2444	VMNATALIE COLLEGEGENSER - BRUSH	VMNATALIE COLLEGEGENSER - BRUSH	VEROMO-102443-BRUSH_14	Vero Moda	Hvit	29995	29995	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	L			5715113582101	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12677	2443	VMNATALIE COLLEGEGENSER - BLACK	VMNATALIE COLLEGEGENSER - BLACK	VEROMO-102442-BLACK_14	Vero Moda	Svart	29995	29995	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	XS			5715113582040	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12678	2443	VMNATALIE COLLEGEGENSER - BLACK	VMNATALIE COLLEGEGENSER - BLACK	VEROMO-102442-BLACK_14	Vero Moda	Svart	29995	29995	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	S			5715113582057	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12679	2443	VMNATALIE COLLEGEGENSER - BLACK	VMNATALIE COLLEGEGENSER - BLACK	VEROMO-102442-BLACK_14	Vero Moda	Svart	29995	29995	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	"Collegegenser til dame
- statementprint foran- løs passform- fra Vero Moda
Navn: vmNatalieArtikkelnummer: 10257322
Inneholder:  65% resikulert polyester, 35% bomull"	M			5715111250408	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
12663	2442	VMLUX SLIM FIT JEANS - MØRKEBLÅ	VMLUX SLIM FIT JEANS - MØRKEBLÅ	VEROMO-102441-DARK-BLUE-DENIM_14	Vero Moda	Blå	59995	59995	"Jeans med smal passform.
- Normal midje.
- Stretchy bomullsblandet materiale.
- Fem lommer.
- Innersøm ‘34’: 83 cm i str. S.

Jeans med smal passform, normal midje og fem lommer laget i et stretchy bomullsmateriale. Style jeansen med en skinnjakke for en superkul look.

66% Organisk bomull, 26% Bomull, 6% Elastomultiester, 2% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10249477
"	"Jeans med smal passform.
- Normal midje.
- Stretchy bomullsblandet materiale.
- Fem lommer.
- Innersøm ‘34’: 83 cm i str. S.

Jeans med smal passform, normal midje og fem lommer laget i et stretchy bomullsmateriale. Style jeansen med en skinnjakke for en superkul look.

66% Organisk bomull, 26% Bomull, 6% Elastomultiester, 2% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved lav temp. Høyeste temp. 100 °C
Renses (alle slags løsningsmidler)
Henges til tørk
Artikkelnummer: 10249477
"	L/32			5715103942014	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
